5.1097e+09,1290.6
3.4606e+09,831.03
4.513e+09,1251.1
4.1821e+09,1046.9
1.3677e+10,4001.6
5.921e+09,1445.3
2.7631e+09,633.25
2.9782e+09,960.83
2.8898e+09,704.64
1.2991e+10,4231.3
1.8624e+09,642.94
3.7052e+09,1139.8
3.2515e+09,834.48
1.1616e+10,3253.3
1.1936e+10,3197.5
3.7459e+09,1020.1
4.1982e+09,1138.5
1.3186e+10,3559.8
5.2014e+09,1289.7
2.4175e+09,556.37
1.9658e+09,618.01
2.4229e+09,551.83
8.2945e+09,2711.3
1.5025e+09,543.46
2.0852e+09,645.29
2.5893e+09,613.27
8.5883e+09,2753.7
9.4821e+09,2639.2
2.7281e+09,647.28
1.3763e+09,555.47
1.577e+09,575.11
2.4101e+09,726.78
2.5672e+09,510.21
2.8185e+09,719.49
4.0496e+09,1138.3
9.4285e+09,2760.7
9.0084e+09,2447.8
8.2421e+09,2089.7
2.7228e+09,799.94
1.6638e+09,621.15
2.894e+09,804.43
2.8924e+09,883.85
9.8049e+09,2837.4
9.6886e+09,2543.3
2.9853e+09,799.1
3.2619e+09,999.16
1.0004e+10,2763.5
3.4074e+09,1059.9
2.7491e+09,716.54
2.655e+09,599.52
1.9273e+09,560.17
2.7776e+09,734.97
7.2822e+09,2121.1
2.9001e+09,890.26
2.5352e+09,554.78
1.4e+09,430.05
2.5967e+09,567.69
4.8631e+09,1522.3
1.7192e+09,600.6
1.4148e+09,428.92
2.6999e+09,598.97
5.0131e+09,1569.7
6.26e+09,1811
1.8922e+09,660.99
1.9564e+09,652.33
1.4773e+09,433.6
2.5394e+09,396.63
2.8935e+09,645.12
3.1752e+09,905.6
5.1153e+09,1610.3
6.585e+09,1910.9
6.25e+09,1610.5
2.8232e+09,639.49
1.5252e+09,446.69
2.7852e+09,684.06
5.4125e+09,1688.8
1.9758e+09,679.99
2.0557e+09,737.48
2.1739e+09,763.26
1.6507e+09,478.42
1.8666e+09,522.17
2.6155e+09,527.92
2.8094e+09,767.17
3.5035e+09,982.85
5.2146e+09,1300.9
6.1623e+09,1827.5
6.713e+09,1857.1
6.3822e+09,1643.5
5.9437e+09,1544.7
1.8119e+09,505.64
2.9401e+09,855.55
6.8608e+09,2036.3
3.0458e+09,930.38
2.3014e+09,794.93
2.2798e+09,800.66
1.9869e+09,516.62
2.887e+09,677.76
3.053e+09,929.81
3.7396e+09,1086.3
7.6587e+09,2286.2
6.5751e+09,1653.8
6.4023e+09,1637.9
2.4064e+09,841.56
2.0841e+09,540.85
3.1796e+09,1025.7
8.1993e+09,2567.6
6.9245e+09,1842.3
2.1271e+09,549.09
3.4131e+09,1047.9
8.3676e+09,2648.3
3.2454e+09,1082.5
3.1482e+09,726.02
1.5501e+09,442.65
3.0907e+09,845.53
5.4655e+09,1698.5
3.7369e+09,1023.9
3.3008e+09,893.21
3.0772e+09,683.57
1.2115e+09,361.79
3.026e+09,688
4.2804e+09,1333.6
2.071e+09,686.19
1.2528e+09,363.77
3.3871e+09,774
4.3852e+09,1403.3
6.1068e+09,1795.7
3.2162e+09,787.92
2.652e+09,897.78
2.545e+09,874.66
1.5276e+09,429.54
2.901e+09,616.04
3.3989e+09,891.17
3.9091e+09,1121.1
5.1743e+09,1635.2
6.4459e+09,1775.6
6.3006e+09,1673.6
4.1137e+09,1013.4
2.8648e+09,988.93
1.8419e+09,493.89
3.9736e+09,1109.1
6.6758e+09,2078.6
6.8775e+09,1681
1.9527e+09,513.53
3.9276e+09,1169.8
7.5978e+09,2345.6
4.4854e+09,1246.9
3.1576e+09,741.66
1.1909e+09,346.49
3.6151e+09,821.02
4.2721e+09,1361.8
2.5897e+09,877.66
1.5078e+09,417.76
3.5584e+09,942.72
5.0531e+09,1619
6.4479e+09,1772.8
1.8793e+09,502.69
4.3452e+09,1196.7
6.6529e+09,2084.7
4.2246e+09,1256.4
3.6668e+09,840.24
1.4875e+09,413.04
3.7198e+09,975.6
5.005e+09,1609
4.0752e+09,1206.4
3.6403e+09,978.63